time_s,ecg_processed
0.0,0.005348595045474525
0.0025,0.005354980523661174
0.005,0.005361072354437586
0.0075,0.005366868369392615
0.01,0.005372366405191801
0.0125,0.005377564303737936
0.015,0.005382459912332191
0.0175,0.005387051083835834
0.02,0.005391335676832558
0.0225,0.005395311555791402
0.025,0.005398976591230256
0.0275,0.005402328659879907
0.03,0.005405365644848636
0.0325,0.005408085435787333
0.035,0.005410485929055174
0.0375,0.005412565027885814
0.04,0.005414320642554101
0.0425,0.005415750690543307
0.045,0.005416853096712857
0.0475,0.005417625793466609
0.05,0.005418066720921643
0.0525,0.005418173827077556
0.055,0.005417945067986216
0.0575,0.005417378407921955
0.06,0.0054164718195522195
0.0625,0.0054152232841086665
0.065,0.005413630791558732
0.0675,0.005411692340777661
0.07,0.0054094059397209494
0.0725,0.005406769605597197
0.075,0.0054037813650413625
0.0775,0.005400439254288428
0.08,0.0053967413193474496
0.0825,0.005392685616175984
0.085,0.00538827021085488
0.0875,0.0053834931797634425
0.09,0.005378352609754959
0.0925,0.005372846598332593
0.095,0.0053669732538256095
0.0975,0.005360730695565924
0.1,0.005354117054064996
0.1025,0.005347130471191079
0.105,0.005339769100346797
0.1075,0.0053320311066470324
0.11,0.005323914667097068
0.1125,0.0053154179707709725
0.115,0.00530653921899021
0.1175,0.005297276625502473
0.12,0.00528762841666078
0.1225,0.005277592831602812
0.125,0.005267168122430492
0.1275,0.005256352554389804
0.13,0.005245144406050848
0.1325,0.005233541969488103
0.135,0.00522154355046087
0.1375,0.005209147468593883
0.14,0.005196352057558117
0.1425,0.005183155665251756
0.145,0.005169556653981307
0.1475,0.005155553400642834
0.15,0.005141144296903301
0.1525,0.0051263277493819965
0.155,0.005111102179832066
0.1575,0.005095466025322119
0.16,0.00507941773841794
0.1625,0.00506295578736426
0.165,0.0050460786562665965
0.1675,0.00502878484527314
0.17,0.0050110728707566735
0.1725,0.004992941265496544
0.175,0.0049743885788606865
0.1775,0.00495541337698765
0.18,0.004936014242968576
0.1825,0.004916189777029108
0.185,0.004895938596711254
0.1875,0.004875259337055196
0.19,0.00485415065078108
0.1925,0.004832611208470751
0.195,0.004810639698749418
0.1975,0.004788234828467237
0.2,0.004765395322880778
0.2025,0.004742119925834373
0.205,0.0047184073999413335
0.2075,0.004694256526765035
0.21,0.0046696661069998814
0.2125,0.004644634960652102
0.215,0.004619161927220368
0.2175,0.0045932458658761765
0.22,0.004566885655643996
0.2225,0.004540080195581196
0.225,0.004512828404957745
0.2275,0.004485129223435682
0.23,0.004456981611248329
0.2325,0.004428384549379252
0.235,0.004399337039740951
0.2375,0.004369838105353271
0.24,0.004339886790521503
0.2425,0.004309482161014164
0.245,0.004278623304240451
0.2475,0.004247309329427327
0.25,0.004215539367796243
0.2525,0.0041833125727395075
0.255,0.0041506281199962854
0.2575,0.004117485207828183
0.26,0.004083883057194384
0.2625,0.004049820911926308
0.265,0.0040152980389018475
0.2675,0.003980313728219191
0.27,0.003944867293370228
0.2725,0.003908958071413523
0.275,0.003872585423146789
0.2775,0.0038357487332788395
0.28,0.0037984474106009997
0.2825,0.0037606808881579267
0.285,0.003722448623417857
0.2875,0.0036837500984422873
0.29,0.003644584820055099
0.2925,0.003604952320011136
0.295,0.0035648521551641687
0.2975,0.003524283907634229
0.3,0.0034832471849743003
0.3025,0.003441741620336338
0.305,0.0033997668726366294
0.3075,0.0033573226267204635
0.31,0.0033144085935261033
0.3125,0.0032710245102480673
0.315,0.003227170140499687
0.3175,0.003182845274474938
0.32,0.003138049729109529
0.3225,0.003092783348241231
0.325,0.0030470460027694234
0.3275,0.0030008375908138485
0.33,0.002954158037872551
0.3325,0.0029070072969789753
0.335,0.0028593853488582013
0.3375,0.0028112922020823317
0.34,0.0027627278932250217
0.3425,0.0027136924870151437
0.345,0.002664186076489554
0.3475,0.0026142087831449385
0.35,0.0025637607570887315
0.3525,0.00251284217718908
0.355,0.002461453251223843
0.3575,0.002409594216028597
0.36,0.0023572653376436516
0.3625,0.002304466911460051
0.365,0.0022511992623645647
0.3675,0.0021974627448836438
0.37,0.0021432577433263167
0.3725,0.002088584671926015
0.375,0.0020334439749813155
0.3775,0.0019778361269955865
0.38,0.0019217616328155427
0.3825,0.0018652210277686806
0.385,0.0018082148777995581
0.3875,0.001750743779604913
0.39,0.0016928083607676016
0.3925,0.0016344092798893396
0.395,0.001575547226722239
0.3975,0.0015162229222991223
0.4,0.0014564371190626008
0.4025,0.0013961906009928977
0.405,0.0013354841837344082
0.4075,0.001274318714720973
0.41,0.0012126950732998466
0.4125,0.0011506141708543555
0.415,0.0010880769509252243
0.4175,0.0010250843893305573
0.42,0.0009616374942844549
0.4225,0.0008977373065142519
0.425,0.0008333848993763653
0.4275,0.0007685813789707319
0.43,0.000703327884253822
0.4325,0.0006376255871502117
0.435,0.0005714756926627001
0.4375,0.0005048794389809528
0.44,0.0004378380975886573
0.4425,0.0003703529733691748
0.445,0.00030242540470967375
0.4475,0.00023405676360372906
0.45,0.00016524845575237283
0.4525,9.600192066357991e-05
0.455,2.6318631750173968e-05
0.4575,-4.379990357386138e-05
0.46,-0.00011435214379868222
0.4625,-0.00018533651322551157
0.465,-0.0002567514018752119
0.4675,-0.0003285951653985198
0.47,-0.0004008661249879578
0.4725,-0.0004735625672914397
0.475,-0.0005466827443275819
0.4775,-0.0006202248734027369
0.48,-0.0006941871370297601
0.4825,-0.0007685676828485249
0.485,-0.0008433646235482025
0.4875,-0.0009185760367913245
0.49,-0.0009941999651396415
0.4925,-0.0010702344159818002
0.495,-0.0011466773614628484
0.4975,-0.001223526738415579
0.5,-0.0013007804482937306
0.5025,-0.0013784363571070564
0.505,-0.0014564922953582897
0.5075,-0.001534946057982028
0.51,-0.0016137954042855542
0.5125,-0.0016930380578915924
0.515,-0.0017726717066829985
0.5175,-0.0018526940027494064
0.52,-0.0019331025623358477
0.5225,-0.0020138949657933745
0.525,-0.002095068757531696
0.5275,-0.002176621445973837
0.53,-0.0022585505035128297
