time_s,ecg_processed
0.0,0.004164469593081779
0.0025,0.004212042991709971
0.005,0.004259635580443991
0.0075,0.004307244521472645
0.01,0.0043548669589974776
0.0125,0.004402500019300933
0.015,0.004450140810815955
0.0175,0.004497786424197091
0.02,0.004545433932393108
0.0225,0.0045930803907211284
0.025,0.004640722836942292
0.0275,0.004688358291338915
0.03,0.00473598375679314
0.0325,0.00478359621886707
0.035,0.004831192645884415
0.0375,0.004878769989013673
0.04,0.004926325182352829
0.0425,0.004973855143015595
0.045,0.005021356771219174
0.0475,0.00506882695037354
0.05,0.005116262547172241
0.0525,0.005163660411684726
0.055,0.005211017377450185
0.0575,0.00525833026157296
0.06,0.005305595864819515
0.0625,0.0053528109717169625
0.065,0.0053999723506531335
0.0675,0.005447076753978226
0.07,0.005494120918108002
0.0725,0.005541101563628565
0.075,0.005588015395402684
0.0775,0.005634859102677717
0.08,0.005681629359195109
0.0825,0.005728322823301432
0.085,0.005774936138060957
0.0875,0.005821465931369768
0.09,0.005867908816071424
0.0925,0.0059142613900742035
0.095,0.005960520236469958
0.0975,0.00600668192365463
0.1,0.006052743005450387
0.1025,0.006098700021229336
0.105,0.006144549496038783
0.1075,0.006190287940727985
0.11,0.00623591185207646
0.1125,0.006281417712923865
0.115,0.006326801992301493
0.1175,0.006372061145565373
0.12,0.006417191614531004
0.1225,0.006462189827609698
0.125,0.006507052199946522
0.1275,0.0065517751335598135
0.13,0.006596355017482284
0.1325,0.006640788227903681
0.135,0.006685071128315067
0.1375,0.006729200069654658
0.14,0.006773171390455257
0.1425,0.006816981416993254
0.145,0.00686062646343924
0.1475,0.006904102832010215
0.15,0.006947406813123394
0.1525,0.006990534685551608
0.155,0.007033482716580274
0.1575,0.007076247162165902
0.16,0.0071188242670961535
0.1625,0.007161210265151435
0.165,0.007203401379268074
0.1675,0.007245393821703092
0.17,0.0072871837942006055
0.1725,0.007328767488159868
0.175,0.0073701410848049246
0.1775,0.0074113007553558655
0.18,0.007452242661201648
0.1825,0.007492962954074459
0.185,0.0075334577762256535
0.1875,0.0075737232606032405
0.19,0.007613755531030904
0.1925,0.0076535507023885235
0.195,0.007693104880794237
0.1975,0.007732414163788052
0.2,0.007771474640517031
0.2025,0.007810282391922063
0.205,0.007848833490926209
